StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,consent,id,birth_year,sc_instructions,spanking_1986,spanking_2018,spanking_self,woman_home_1977,woman_home_2018,woman_home_self,weed_1973,weed_2018,weed_self,affairs_1973,affairs_2018,affairs_self,harassment_1986,harassment_2017,harassment_self,woman_prez_1972,woman_prez_2010,woman_prez_self,religion_1965,religion_2018,religion_self,politics_1990,politics_2016,politics_self,abortion_1977,abortion_2018,abortion_self,premarital_sex_1972,premarital_sex_2018,premarital_sex_self,black_prez_1978,black_prez_2010,black_prez_self,gay_marriage_1988,gay_marriage_2018,gay_marriage_self,gun_1972,gun_2018,gun_self,handgun_1987,handgun_2019,handgun_self,assault_1996,assault_2018,assault_self,death_1972,death_2018,death_self,smoking_1990,smoking_2018,smoking_self,immigration_1965,immigration_2019,immigration_self,i_strength_1994,i_strength_2019,i_strength_self,climate_worry_1990,climate_worry_2019,climate_worry_self,climate_belief_2001,climate_belief_2019,climate_belief_self,women_draft_1979,women_draft_2016,women_draft_self,bible_1976,bible_2017,bible_self,god_1965,god_2017,god_self,black_intel_1990,black_intel_2018,black_intel_self,black_work_1990,black_work_2018,black_work_self,hispanic_work_1990,hispanic_work_2018,hispanic_work_self,hispanic_intel_1990,hispanic_intel_2018,hispanic_intel_self,asian_work_1992,asian_work_2016,asian_work_self,black_marry_1990,black_marry_2018,black_marry_self,hispanic_marry_1990,hispanic_marry_2018,hispanic_marry_self,asian_marry_1990,asian_marry_2018,asian_marry_self,women_politics_1974,women_politics_2018,women_politics_self,abortion_health_1972,abortion_health_2018,abortion_health_self,women_work_1994,women_work_2012,women_work_self,women_preschool_1988,women_preschool_2012,women_preschool,gay_adopt_1992,gay_adopt_2016,gay_adopt,gay_military_1992,gay_military_2012,gay_military_self,communist_1972,communist_2018,communist_self,anti_religion_1972,anti_religion_2018,anti_religion_self,homo_speak_1973,homo_speak_2018,homo_speak_self,militarist_1976,militarist_2018,militarist_self,racist_1976,racist_2018,racist_self,therm_explain,black_1964,black_2016,black_self,hispanic_1976,hispanic_2016,hispanic_self,illegal_1988,illegal_2016,illegal_self,gay_1984,gay_2016,gay_self,asian_1992,asian_2016,asian_self,poor_1972,poor_2016,poor_self,welfare_1976,welfare_2012,welfare_self,feminists_1988,feminists_2016,feminists_self,attention_1,attention_2,social_change,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,political_ideology,political_party,lookup,comments,instructions_2_TEXT,FL_59_DO_FL_60,FL_59_DO_FL_270,FL_59_DO_FL_224,FL_59_DO_FL_163,FL_59_DO_FL_166,FL_40_DO_spanking,FL_40_DO_womanhome,FL_40_DO_weed,FL_40_DO_affairs,FL_40_DO_sexualharassment,FL_40_DO_womanpresident,FL_40_DO_religion,FL_40_DO_politics,FL_40_DO_abortion,FL_40_DO_premaritalsex,FL_40_DO_blackpresident,FL_40_DO_gaymarriage,FL_40_DO_gun,FL_40_DO_handgun,FL_40_DO_assault,FL_40_DO_death,FL_40_DO_smoking,FL_40_DO_immigration,FL_40_DO_i_strength,FL_40_DO_climate_worry,FL_40_DO_climate_belief,FL_40_DO_women_draft,FL_40_DO_bible,FL_40_DO_god,FL_40_DO_black_intel,FL_40_DO_black_work,FL_40_DO_hispanic_work,FL_40_DO_hispanic_intel,FL_40_DO_asian_work,FL_40_DO_black_marry,FL_40_DO_hispanic_marry,FL_40_DO_asian_marry,FL_40_DO_women_politics,FL_40_DO_abortion_health,FL_40_DO_women_work,FL_40_DO_women_preschool,FL_40_DO_gay_adopt,FL_40_DO_gay_military,FL_40_DO_communist,FL_40_DO_anti_religion,FL_40_DO_homo_speak,FL_40_DO_militarist,FL_40_DO_racist,FL_272_DO_spanking,FL_272_DO_womanhome,FL_272_DO_weed,FL_272_DO_affairs,FL_272_DO_sexualharassment,FL_272_DO_womanpresident,FL_272_DO_religion,FL_272_DO_politics,FL_272_DO_abortion,FL_272_DO_premaritalsex,FL_272_DO_blackpresident,FL_272_DO_gaymarriage,FL_272_DO_gun,FL_272_DO_handgun,FL_272_DO_assault,FL_272_DO_death,FL_272_DO_smoking,FL_272_DO_immigration,FL_272_DO_i_strength,FL_272_DO_climate_worry,FL_272_DO_climate_belief,FL_272_DO_women_draft,FL_272_DO_bible,FL_272_DO_god,FL_272_DO_black_intel,FL_272_DO_black_work,FL_272_DO_hispanic_work,FL_272_DO_hispanic_intel,FL_272_DO_asian_work,FL_272_DO_black_marry,FL_272_DO_hispanic_marry,FL_272_DO_asian_marry,FL_272_DO_women_politics,FL_272_DO_abortion_health,FL_272_DO_women_work,FL_272_DO_women_preschool,FL_272_DO_gay_adopt,FL_272_DO_gay_military,FL_272_DO_communist,FL_272_DO_anti_religion,FL_272_DO_homo_speak,FL_272_DO_militarist,FL_272_DO_racist,FL_226_DO_spanking,FL_226_DO_womanhome,FL_226_DO_weed,FL_226_DO_affairs,FL_226_DO_sexualharassment,FL_226_DO_womanpresident,FL_226_DO_religion,FL_226_DO_politics,FL_226_DO_abortion,FL_226_DO_premaritalsex,FL_226_DO_blackpresident,FL_226_DO_gaymarriage,FL_226_DO_gun,FL_226_DO_handgun,FL_226_DO_assault,FL_226_DO_death,FL_226_DO_smoking,FL_226_DO_immigration,FL_226_DO_i_strength,FL_226_DO_climate_worry,FL_226_DO_climate_belief,FL_226_DO_women_draft,FL_226_DO_bible,FL_226_DO_god,FL_226_DO_black_intel,FL_226_DO_black_work,FL_226_DO_hispanic_work,FL_226_DO_hispanic_intel,FL_226_DO_asian_work,FL_226_DO_black_marry,FL_226_DO_hispanic_marry,FL_226_DO_asian_marry,FL_226_DO_women_politics,FL_226_DO_abortion_health,FL_226_DO_women_work,FL_226_DO_women_preschool,FL_226_DO_gay_adopt,FL_226_DO_gay_military,FL_226_DO_communist,FL_226_DO_anti_religion,FL_226_DO_homo_speak,FL_226_DO_militarist,FL_226_DO_racist,FL_163_DO_FL_161,FL_163_DO_FL_61,FL_116_DO_spanking,FL_116_DO_womanhome,FL_116_DO_weed,FL_116_DO_affairs,FL_116_DO_sexualharassment,FL_116_DO_womanpresident,FL_116_DO_religion,FL_116_DO_politics,FL_116_DO_abortion,FL_116_DO_premaritalsex,FL_116_DO_blackpresident,FL_116_DO_gaymarriage,FL_116_DO_gun,FL_116_DO_handgun,FL_116_DO_assault,FL_116_DO_death,FL_116_DO_smoking,FL_116_DO_immigration,FL_116_DO_i_strength,FL_116_DO_climate_worry,FL_116_DO_climate_belief,FL_116_DO_women_draft,FL_116_DO_bible,FL_116_DO_god,FL_116_DO_black_intel,FL_116_DO_black_work,FL_116_DO_hispanic_work,FL_116_DO_hispanic_intel,FL_116_DO_asian_work,FL_116_DO_black_marry,FL_116_DO_hispanic_marry,FL_116_DO_asian_marry,FL_116_DO_women_politics,FL_116_DO_abortion_health,FL_116_DO_women_work,FL_116_DO_women_preschool,FL_116_DO_gay_adopt,FL_116_DO_gay_military,FL_116_DO_communist,FL_116_DO_anti_religion,FL_116_DO_homo_speak,FL_116_DO_militarist,FL_116_DO_racist,FL_19_DO_blackthermometer,FL_19_DO_hispanicthermometer,FL_19_DO_illegal,FL_19_DO_Gaysandlesbiansthermometer,FL_19_DO_Asian-Americansthermometer,FL_19_DO_poorpeoplethermometer,FL_19_DO_welfare,FL_19_DO_feministsthermometer,FL_166_DO_FL_167,FL_166_DO_FL_213,FL_169_DO_spanking,FL_169_DO_womanhome,FL_169_DO_weed,FL_169_DO_affairs,FL_169_DO_sexualharassment,FL_169_DO_womanpresident,FL_169_DO_religion,FL_169_DO_politics,FL_169_DO_abortion,FL_169_DO_premaritalsex,FL_169_DO_blackpresident,FL_169_DO_gaymarriage,FL_169_DO_gun,FL_169_DO_handgun,FL_169_DO_assault,FL_169_DO_death,FL_169_DO_smoking,FL_169_DO_immigration,FL_169_DO_i_strength,FL_169_DO_climate_worry,FL_169_DO_climate_belief,FL_169_DO_women_draft,FL_169_DO_bible,FL_169_DO_god,FL_169_DO_black_intel,FL_169_DO_black_work,FL_169_DO_hispanic_work,FL_169_DO_hispanic_intel,FL_169_DO_asian_work,FL_169_DO_black_marry,FL_169_DO_hispanic_marry,FL_169_DO_asian_marry,FL_169_DO_women_politics,FL_169_DO_abortion_health,FL_169_DO_women_work,FL_169_DO_women_preschool,FL_169_DO_gay_adopt,FL_169_DO_gay_military,FL_169_DO_communist,FL_169_DO_anti_religion,FL_169_DO_homo_speak,FL_169_DO_militarist,FL_169_DO_racist,FL_215_DO_blackthermometer,FL_215_DO_hispanicthermometer,FL_215_DO_illegal,FL_215_DO_Gaysandlesbiansthermometer,FL_215_DO_Asian-Americansthermometer,FL_215_DO_poorpeoplethermometer,FL_215_DO_welfare,FL_215_DO_feministsthermometer
2/22/20,2/22/20,IP Address,,100,542,TRUE,43883.59773,R_Xv10giSEgP1aVK9,,,,,,,anonymous,EN,I consent to take part in this study,5a192764a383a100011b6108,1982,I understand,,,,,,,67,98,Legal,,,,,,,66,77,Yes,77,89,Very important,78,99,Very interested,,,,76,88,Wrong only sometimes,,,,67,78,Strongly agree,55,77,Favor,,,,55,77,"Yes, should be",67,89,Favor,,,,87,89,Increased,55,66,Strengthen our country,56,66,A great deal,,,,,,,67,89,"Inspired word of God, not to be taken literally",,,,,,,,,,,,,,,,,,,,,,,,,66,77,Very in favor,,,,,,,,,,56,68,Work full time,56,66,Yes,66,77,Don't think so,43,87,Allowed,,,,55,55,Allowed,66,77,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,87,5,37,Male,Black or African-American,English,,Very Good,Other,tree,Four-year college degree,Neither liberal nor conservative,Lean Democrat,No,it was interesting ,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,4,13,14,,19,,12,3,,5,18,,16,1,6,,,17,,,,,,,,,7,,,,11,9,10,20,,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,636,TRUE,43883.59775,R_sBVupFvc4oQNyhj,,,,,,,anonymous,EN,I consent to take part in this study,5e20b5f48ca1b105677faf7e,1980,I understand,90,10,Strongly agree,,,,,,,,,,,,,,,,,,,10,90,Not at all interested,40,60,No,,,,,,,30,70,Strongly agree,,,,30,70,"No, should not be",,,,,,,,,,60,40,Kept at present level,20,80,Strengthen our country,,,,50,50,Human activities,30,70,Should,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,70,30,Very in favor,60,40,Very in favor,,,,50,50,Yes,,,,50,50,Work part-time,,,,10,90,Don't think so,10,90,Allowed,20,80,Allowed,40,60,Allowed,20,80,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,40,Female,Black or African-American,English,,Very Good,Other,tree,High school diploma,Somewhat liberal,Strongly Democrat,No,,,1,,,,,20,,,,,,,16,10,,,19,,13,,,,1,12,,9,15,,,,7,14,,,,18,8,,2,,3,,6,5,17,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,989,TRUE,43883.59785,R_3CT8nhlpH5UKvYR,,,,,,,anonymous,EN,I consent to take part in this study,5d184b040a274600013f7107,1992,I understand,89,70,Disagree,,,,,,,,,,45,5,Somewhat of a problem,,,,,,,,,,30,54,No,,,,,,,54,95,Strongly agree,,,,30,55,"No, should not be",70,40,"No, should not be",,,,60,90,"No, not made illegal",,,,,,,,,,,,,20,60,Should,,,,99,85,Yes,5,7 (intelligent),7 (intelligent),2,1 (hardworking),1 (hardworking),2,1 (hardworking),1 (hardworking),6,7 (intelligent),7 (intelligent),1 (hardworking),1 (hardworking),1 (hardworking),,,,,,,,,,70,40,Disagree,70,99,Yes,40,60,Agree,,,,70,95,Yes,70,99,"Yes, think so",,,,,,,,,,40,35,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1 (very slowly),27,Male,Black or African-American,English,,Very Good,Other,tree,Associate's degree,Neither liberal nor conservative,Independent,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,8,,,,3,,,14,,9,1,,7,,,,,4,,16,15,11,12,5,20,,,,6,13,19,,18,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,720,TRUE,43883.59806,R_3GoVmNDd36JqZHb,,,,,,,anonymous,EN,I consent to take part in this study,5e43704e6a16d32117f2e5d5,1992,I understand,,,,,,,,,,,,,,,,10,65,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7 (intelligent),,,,,,,3,4,7 (intelligent),2,2,1 (hardworking),30,50,Very in favor,60,35,Very in favor,,,,,,,,,,40,60,Agree,80,70,Work part-time,20,55,Yes,,,,15,25,Allowed,15,30,Allowed,,,,80,80,Not allowed,,,,I understand,25,60,100,50,45,100,50,25,70,25,55,100,40,40,100,20,20,90,20,20,90,30,40,90,1,1,4,27,Male,Black or African-American,English,,Very Good,Other,tree,Some college,Very liberal,Strongly Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,6,,,,,,,,,,,,,,,,,,,4,,,7,5,10,1,,,,2,8,12,,11,9,,3,,8,2,1,7,4,6,5,3
2/22/20,2/22/20,IP Address,,100,604,TRUE,43883.59919,R_V52qEbUZX9Zs41j,,,,,,,anonymous,EN,I consent to take part in this study,5d5829211139bc001666e4e9,1992,I understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,70,Yes,50,50,Strongly agree,,,,20,20,"Yes, should be",,,,30,30,Oppose,,,,20,20,Kept at present level,20,20,Strengthen our country,,,,,,,10,10,Should not,,,,,,,,,,,,,,,,,,,1 (hardworking),1 (hardworking),2,20,30,Very in favor,,,,,,,,,,,,,,,,,,,,,,20,20,Don't think so,30,30,Not allowed,,,,,,,,,,30,40,Allowed,I understand,100,100,100,50,50,90,30,30,30,30,90,100,20,10,25,50,100,100,50,50,50,30,40,30,1,1,4,27,Male,Black or African-American,English,,Very Good,Other,tree,High school diploma,Very liberal,Independent,No,none,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,7,3,,11,,6,,12,8,,,4,,,,,,,10,5,,,,,,,,9,2,,,,1,7,4,6,8,1,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,722,TRUE,43883.59972,R_3JlSuwdj614tQJb,,,,,,,anonymous,EN,I consent to take part in this study,5d811bc0c06b21000165044e,1983,I understand,,,,,,,,,,50,50,Almost always wrong,30,65,Big problem,,,,85,35,Not very important,50,55,Somewhat interested,,,,60,25,Not wrong at all,20,70,Yes,,,,,,,15,20,"Yes, should be",,,,,,,15,40,"No, not made illegal",,,,,,,15,50,A fair amount,20,60,Human activities,40,12,Should,15,60,"Ancient book of fables, legends, history, and moral precepts recorded by man",,,,3,5,7 (intelligent),,,,5,2,1 (hardworking),,,,,,,,,,45,30,Very in favor,,,,75,50,Disagree,,,,55,85,Strongly agree,,,,30,65,Yes,,,,,,,10,35,Not allowed,5,55,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,36,Male,Black or African-American,English,,Very Good,Other,tree,Associate's degree,Somewhat liberal,Strongly Democrat,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,18,15,,12,11,,,20,,,6,,,1,5,2,10,,19,,17,,,,16,,3,,7,,14,,,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,915,TRUE,43883.6014,R_2wS9vTzPxQxEmgZ,,,,,,,anonymous,EN,I consent to take part in this study,5d803d0d67f73300011ba9d8,1990,I understand,,,,,,,,,,,,,,,,,,,40,80,Not very important,,,,20,50,Yes,60,40,Not wrong at all,5,40,Yes,10,60,Strongly agree,,,,15,40,"No, should not be",,,,,,,,,,,,,20,30,Strengthen our country,20,70,A great deal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,75,Somewhat in favor,60,40,Disagree,,,,,,,,,,,,,20,40,"Yes, think so",,,,,,,,,,,,,30,80,Allowed,I understand,0,50,100,35,60,85,20,40,80,15,50,89,40,65,85,10,80,75,10,60,100,0,10,0,1,1,5,29,Male,Black or African-American,English,,Very Good,Other,tree,Some college,Neither liberal nor conservative,Strongly Democrat,No,"Pretty good survey, I'd like to see the results at some point if that's allowed.",,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,3,,1,6,11,10,,5,,,,,7,8,,,,,,,,,,,,2,4,,,,,9,,,,,12,3,1,4,8,6,2,7,5
2/22/20,2/22/20,IP Address,,100,756,TRUE,43883.6028,R_28OMkZDxSiWkmbu,,,,,,,anonymous,EN,I consent to take part in this study,5c65feca0d7f5f00014b853d,1989,I understand,,,,88,89,Strongly agree,,,,1,1,Almost always wrong,80,90,Not a problem at all,65,90,Yes,70,20,Not very important,90,90,Very interested,88,95,Yes,,,,80,98,Yes,,,,,,,,,,,,,,,,,,,40,50,Increased,90,90,Strengthen our country,60,78,Only a little,,,,,,,,,,,,,6,6,6,,,,2,2,2,,,,2,2,2,,,,,,,,,,70,70,Agree,,,,,,,70,76,Work part-time,80,99,Yes,95,95,"Yes, think so",70,90,Allowed,,,,,,,,,,3,1,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,30,Male,Black or African-American,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,,,1,,,,,,4,,9,14,2,3,17,19,,6,,,,,,,7,11,5,,,,,16,,13,,8,,,,20,,,12,10,18,1,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,893,TRUE,43883.6028,R_3O85jbJpzw84tTv,,,,,,,anonymous,EN,I consent to take part in this study,5d1e2045a37a4d001a1fc2cb,1999,I understand,,,,60,50,Disagree,25,80,Legal,,,,,,,5,15,Yes,,,,,,,,,,,,,5,45,Yes,,,,35,45,Favor,40,25,"No, should not be",30,55,"Yes, should be",50,85,Favor,10,30,"No, not made illegal",,,,,,,,,,,,,10,35,Should,,,,40,70,Yes,3,6,6,7 (lazy),3,3,,,,,,,5,3,1 (hardworking),50,80,Somewhat in favor,35,55,Somewhat in favor,35,40,Neither in favor nor opposed,75,60,Agree,,,,70,50,Agree,,,,20,35,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,20,Male,Black or African-American,English,,Very Good,Other,tree,Some college,Very liberal,Strongly Democrat,No,,,1,,,,,,14,6,,,20,,,,,7,,8,16,4,13,3,,,,,15,,5,17,18,,,11,19,12,10,9,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,3485,TRUE,43883.63039,R_1gwHL0kRmPgTnvH,,,,,,,anonymous,EN,I consent to take part in this study,5dea5983ff7f7117577a9b5b,1996,I understand,,,,,,,,,,,,,,,,40,100,Yes,,,,30,70,Somewhat interested,,,,60,30,Wrong only sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,99,Human activities,,,,40,60,"Inspired word of God, not to be taken literally",,,,4,6,5,,,,,,,,,,,,,,,,,,,,,,70,50,Agree,,,,,,,60,20,Work full time,10,70,Yes,,,,,,,30,80,Allowed,20,70,Allowed,0,0,Not allowed,,,,I understand,2,65,100,25,75,100,90,20,70,5,70,30,60,50,60,45,25,25,20,20,0,0,0,0,1,1,5,24,Male,Black or African-American,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Strongly Democrat,No,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,10,,7,,12,,,,,,,,,,,3,,5,,4,,,,,,,,8,,,9,2,,,6,1,11,,3,7,8,4,6,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/20,2/22/20,IP Address,,100,874,TRUE,43883.64201,R_cBiIGe6486seoet,,,,,,,anonymous,EN,I consent to take part in this study,5d1c364ec2696c0019647629,1988,I understand,100,15,Strongly agree,100,34,Strongly agree,35,100,Legal,,,,45,15,Not a problem at all,5,75,No,,,,,,,100,100,No,,,,25,70,Yes,,,,0,0,Oppose,15,38,"No, should not be",,,,,,,100,100,"Yes, made illegal",,,,,,,24,90,A fair amount,,,,0,65,Should,,,,65,32,Yes,7 (intelligent),3,4,7 (lazy),7 (lazy),4,1 (hardworking),3,1 (hardworking),,,,1 (hardworking),1 (hardworking),1 (hardworking),,,,,,,,,,100,100,Agree,,,,,,,65,30,Work part-time,,,,,,,15,42,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7 (very quickly),31,Male,Black or African-American,English,,Very Good,Other,tree,High school diploma,Very conservative,Strongly Republican,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,14,,9,2,,,6,,5,,3,12,,,7,,,20,,10,,4,1,15,19,,8,,,,11,,,13,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/20,2/24/20,IP Address,,100,467,TRUE,43885.6012,R_UMaJoES6ccsV3Nf,,,,,,,anonymous,EN,I consent to take part in this study,5d02a25e28e92d000151f798,1983,I understand,50,10,Agree,100,5,Strongly disagree,,,,80,60,Always wrong,10,80,Somewhat of a problem,,,,,,,,,,,,,,,,,,,,,,60,90,Favor,,,,,,,50,10,Oppose,10,70,"Yes, made illegal",40,60,Decreased,,,,,,,40,60,Human activities,,,,,,,,,,,,,,,,7 (lazy),2,1 (hardworking),,,,,,,,,,,,,,,,,,,80,5,Yes,,,,,,,,,,,,,,,,,,,0,100,Allowed,,,,,,,I understand,10,90,100,50,40,80,10,90,90,10,80,80,50,50,60,10,10,10,30,80,90,10,80,100,1,1,5,37,Male,Asian,English,,Good,Other,tree,Four-year college degree,Neither liberal nor conservative,Independent,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,8,,3,12,,,,,,,,9,,,1,7,10,,,11,,,,,,4,,,,,,,6,,,,,,,5,,,6,4,1,5,7,8,3,2
2/24/20,2/24/20,IP Address,,100,394,TRUE,43885.609,R_1K9DDQEtYfs4lxJ,,,,,,,anonymous,EN,I consent to take part in this study,5c15339510f812000174f35e,1997,I understand,60,35,Agree,,,,30,90,Legal,,,,,,,,,,,,,,,,,,,80,50,Not wrong at all,,,,30,90,Strongly agree,10,25,Favor,,,,5,40,"Yes, should be",50,50,Oppose,,,,,,,,,,50,80,A great deal,40,80,Human activities,5,50,Should,30,50,"Ancient book of fables, legends, history, and moral precepts recorded by man",70,40,No,,,,,,,,,,3,5,5,,,,,,,40,70,Somewhat in favor,,,,,,,50,70,Yes,40,50,Agree,,,,,,,,,,,,,20,70,Allowed,40,90,Allowed,20,5,Not allowed,50,20,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1 (very slowly),22,Male,Asian,Other (please enter in box below),Chinese,Good,Other,tree,Four-year college degree,Somewhat liberal,Lean Democrat,No,,,1,,,,,19,,9,,,,,,,7,,1,2,,4,18,,,,16,12,3,13,5,,,,17,,,20,,,15,8,,,,,11,6,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
